age,gender,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality
24,Male,62670,1.4,9,5,7.95,5.99,0.85,3,7.12,5.7,4.23,4.97,89.93,69.51,0.51,0.47,0.04,0.44,0.31,0.5,4.07,49,365,3.5,9,0,1138.73,2,4.99,5.23,7.04,19.1,4.25,7.58,3.48,20,7
41,Male,139929,6.45,14,0,7.66,1.17,4.5,6,6.25,6.37,6.45,5.2,65.54,48.29,4.0,0.66,0.29,0.62,0.38,0.58,3.04,12,150,4.96,2,0,348.55,0,5.73,5.5,6.34,26.16,7.41,2.49,1.29,86,7
58,Female,132805,2.45,24,1,10.54,0.51,1.48,9,5.22,7.59,1.39,4.06,48.6,85.82,2.04,0.47,0.17,0.62,0.5,0.5,3.83,7,340,1.52,7,0,387.15,2,4.18,1.46,6.6,21.73,4.06,3.62,6.48,93,10
37,Female,30494,3.67,15,19,7.95,0.34,0.99,1,8.24,7.02,5.64,6.19,94.02,47.17,3.49,0.64,0.38,0.4,0.69,0.46,2.6,34,474,1.0,5,0,152.69,3,3.09,5.97,6.05,22.52,5.26,3.87,5.77,28,1
23,Female,31836,4.38,31,5,6.2,4.02,3.7,2,4.38,5.67,9.63,3.87,58.4,38.8,3.32,0.37,0.36,0.64,0.58,0.77,5.63,47,283,2.23,0,1,842.55,0,7.44,5.6,8.92,20.54,6.89,5.48,4.47,34,4
30,Female,82586,0.38,1,5,7.38,1.32,8.0,10,4.15,6.54,6.24,9.8,86.95,61.28,0.56,0.35,0.19,0.25,0.42,0.59,7.96,22,371,2.51,1,1,552.64,1,4.87,2.98,6.95,25.8,2.3,5.86,6.4,97,10
52,Female,13599,1.28,34,21,10.19,1.53,0.73,3,7.42,7.56,3.64,6.26,82.19,76.44,0.47,0.23,0.13,0.4,0.16,0.44,1.55,22,59,2.84,7,1,223.05,3,3.85,4.78,9.43,24.23,2.74,6.48,6.03,21,4
35,Female,78903,1.85,36,13,4.99,1.86,1.5,7,3.59,2.05,3.19,6.46,71.1,52.98,1.8,0.75,0.27,0.15,0.34,0.66,5.01,49,171,0.38,7,0,450.31,3,4.07,6.7,5.05,22.07,2.88,3.78,4.32,28,4
49,Male,29121,1.83,34,9,6.84,0.03,0.95,7,7.22,2.64,4.24,5.59,92.87,68.55,1.87,0.09,0.43,0.4,0.41,0.22,8.29,27,432,1.21,5,1,378.8,3,3.47,9.38,5.08,28.73,9.03,4.45,5.09,47,9
26,Female,70446,10.44,21,16,6.75,0.82,2.02,5,4.24,7.14,4.63,3.13,80.99,91.9,7.14,0.53,0.37,0.34,0.74,0.56,10.83,30,316,2.28,3,0,736.39,1,7.08,4.56,7.43,26.15,13.56,4.61,4.8,49,5
22,Male,35455,1.51,36,13,7.45,4.92,2.13,2,5.02,6.53,8.78,5.19,56.61,77.56,0.68,0.53,0.23,0.27,0.78,0.38,0.87,10,249,1.38,10,1,858.99,3,0.0,6.39,5.96,25.64,6.68,7.55,0.0,76,6
59,Female,81889,2.0,32,23,5.92,1.27,1.63,9,0.0,6.5,1.83,4.51,80.93,86.82,1.23,0.21,0.42,0.63,0.14,0.33,6.98,32,100,2.09,4,0,2057.11,2,6.01,3.78,4.76,23.38,2.73,1.17,5.73,70,7
47,Male,94014,2.02,21,7,7.32,0.99,2.75,8,5.81,3.01,1.64,3.49,86.86,66.04,1.65,0.52,0.26,0.68,0.19,0.75,15.99,33,451,2.36,3,1,530.57,3,5.79,5.5,6.52,19.62,8.04,3.3,0.14,38,6
57,Female,69545,1.53,14,10,7.18,1.01,1.96,1,9.45,6.71,7.35,7.31,66.92,95.42,0.92,0.41,0.26,0.55,0.69,0.65,3.62,7,334,0.6,10,0,440.84,2,6.51,3.0,7.26,20.61,2.88,6.25,4.54,90,1
58,Male,57194,9.14,21,23,9.01,5.57,0.52,5,9.02,6.75,5.67,5.19,71.26,63.36,5.35,0.42,0.18,0.36,0.19,0.48,2.62,10,411,1.14,6,0,424.7,3,6.54,5.88,6.07,26.91,12.71,5.49,2.91,8,6
55,Female,17663,3.47,16,19,7.34,1.97,0.41,8,4.63,6.75,7.39,6.21,84.38,54.81,2.45,0.08,0.02,0.37,0.63,0.88,1.87,38,303,1.73,2,0,942.02,3,7.1,3.27,7.69,23.71,7.21,8.51,2.4,19,1
37,Female,97411,4.92,38,20,7.57,1.0,3.16,7,2.34,8.41,6.0,4.92,74.52,78.3,3.98,0.54,0.27,0.54,0.68,0.67,9.06,23,83,2.39,1,1,239.25,3,8.67,2.02,3.26,23.82,7.45,4.34,1.72,5,7
46,Male,128029,1.98,16,16,7.76,0.03,2.48,8,4.82,9.01,3.27,5.44,98.99,55.36,2.93,0.09,0.34,0.66,0.12,0.33,1.42,26,39,2.13,3,0,676.09,3,5.34,5.1,9.05,26.42,3.44,4.81,4.25,37,8
43,Male,6086,4.78,3,20,7.43,0.61,0.99,9,5.57,2.46,4.13,6.03,57.72,77.37,1.87,0.75,0.25,0.71,0.24,0.35,5.0,19,252,3.21,4,1,78.18,0,2.69,4.56,5.4,26.04,8.52,6.09,4.38,34,7
57,Female,57044,1.5,34,10,6.37,10.01,0.16,9,4.01,9.73,6.65,4.61,42.05,67.84,0.19,0.7,0.67,0.2,0.26,0.72,9.9,1,414,1.72,6,0,212.53,0,3.15,5.37,5.39,25.13,17.46,6.02,4.87,67,1
53,Female,11618,1.01,2,4,5.84,1.96,4.1,9,4.82,7.63,8.11,7.96,56.76,77.84,1.12,0.68,0.1,0.35,0.6,0.42,8.88,27,173,1.94,1,1,109.11,1,4.63,5.28,3.88,21.4,4.27,2.79,4.36,4,7
49,Female,81694,3.82,31,5,8.37,0.19,0.13,2,3.73,0.75,7.16,6.56,68.29,77.17,2.84,0.7,0.3,0.71,0.31,0.9,5.83,20,8,2.94,0,1,156.11,2,4.45,5.63,4.65,19.7,7.59,2.88,7.12,6,1
49,Male,55831,4.89,14,15,8.45,1.24,0.71,9,2.03,3.78,6.48,4.85,59.29,93.58,4.01,0.26,0.26,0.6,0.49,0.78,2.03,15,240,3.49,5,1,111.48,3,4.96,3.46,4.77,25.44,10.87,9.9,2.67,25,10
19,Male,16802,4.89,20,5,9.14,0.91,0.55,5,1.46,0.0,9.33,9.23,60.96,73.35,2.92,0.73,0.21,0.19,0.21,0.88,1.02,31,364,2.5,5,0,28.59,0,6.12,4.81,6.52,22.3,7.69,4.44,2.49,83,5
37,Female,53903,1.75,10,7,8.74,0.15,5.08,1,4.5,8.57,8.43,4.59,81.54,87.8,1.05,0.74,0.3,0.56,0.78,0.8,4.55,19,70,2.89,7,0,395.44,3,7.62,5.98,3.62,17.8,5.11,7.52,4.15,6,6
58,Female,130009,4.2,14,15,5.4,0.06,3.84,9,0.0,4.46,4.37,3.9,76.73,63.22,3.82,0.3,0.32,0.56,0.76,0.63,3.63,12,266,7.43,2,0,1211.83,3,4.43,10.0,3.44,26.25,6.62,3.49,6.67,41,6
46,Female,96276,2.62,15,19,7.32,0.13,1.52,7,5.59,1.74,3.69,7.37,72.3,76.07,1.44,0.43,0.37,0.53,0.59,0.72,9.77,41,195,0.67,8,1,118.25,2,5.34,1.26,4.74,27.89,3.96,2.72,0.59,84,4
38,Male,31365,1.05,27,22,6.1,0.15,4.26,1,4.59,0.98,6.99,3.39,88.67,65.14,0.0,0.65,0.31,0.36,0.75,0.49,5.14,27,165,1.35,1,1,985.87,0,5.79,5.09,6.14,19.74,8.02,2.81,5.08,26,1
40,Female,50398,1.78,1,6,7.81,3.19,2.23,1,3.57,4.37,7.43,4.44,88.59,64.0,0.19,0.28,0.38,0.42,0.37,0.63,7.55,45,17,1.49,3,0,129.39,0,4.73,2.86,2.5,25.91,2.56,0.04,4.63,67,10
56,Male,91903,0.58,4,15,5.24,1.44,0.83,6,4.53,6.69,7.14,4.96,84.05,67.42,0.63,0.12,0.65,0.39,0.69,0.42,15.16,10,212,3.84,1,1,317.53,1,4.75,5.17,3.79,34.88,3.15,3.86,6.42,11,3
19,Male,63343,3.18,9,6,3.71,2.38,0.41,2,3.13,6.31,6.13,5.39,81.05,60.63,2.63,0.92,0.31,0.36,0.49,0.62,13.07,12,259,2.77,5,0,314.26,3,6.29,3.54,3.37,28.21,4.58,9.94,4.17,17,10
35,Female,117876,1.79,31,20,5.83,1.51,0.14,3,4.03,3.24,8.55,8.08,66.96,79.87,2.41,0.31,0.56,0.3,0.24,0.77,3.36,22,354,0.89,7,1,438.42,2,6.47,3.24,4.4,18.64,6.14,3.5,4.89,73,4
50,Male,134513,0.2,29,17,8.19,1.36,0.35,4,2.45,7.16,8.73,7.69,75.19,78.29,0.0,0.73,0.41,0.48,0.52,0.8,3.74,47,373,1.25,1,1,101.15,0,6.35,0.75,4.96,22.16,2.02,6.21,2.5,25,10
52,Male,33647,1.03,22,24,7.94,1.08,3.32,5,9.36,2.82,9.5,4.86,69.06,61.75,0.25,0.5,0.44,0.45,0.61,0.63,3.16,1,264,2.89,8,0,298.33,2,3.56,7.14,6.41,18.68,3.03,3.47,1.83,13,6
32,Female,115791,1.51,14,11,5.42,2.94,6.21,2,6.73,4.48,5.56,2.76,70.43,47.49,1.37,0.88,0.32,0.63,0.74,0.63,0.98,15,333,2.04,2,0,407.77,2,6.98,4.74,4.59,26.91,9.46,5.37,6.09,47,1
43,Male,92792,0.92,31,10,8.84,10.84,0.19,8,4.6,6.38,9.01,9.16,48.26,52.55,2.07,0.68,0.04,0.4,0.92,0.9,10.54,36,438,1.21,10,0,1118.14,0,1.93,3.46,6.62,19.83,5.74,7.16,4.69,10,6
41,Male,75135,9.72,20,4,5.29,3.83,1.03,7,5.69,7.88,4.67,5.51,72.94,55.89,7.17,0.26,0.19,0.31,0.78,0.15,0.73,21,191,1.05,1,1,424.4,1,2.21,6.85,3.64,26.1,11.31,5.48,3.34,97,6
15,Female,5919,4.3,38,1,5.73,0.77,0.12,1,2.73,5.23,4.54,6.56,97.58,76.05,3.96,0.5,0.31,0.61,0.86,0.6,4.82,13,340,0.91,7,0,668.02,7,5.44,6.75,7.88,27.75,5.91,4.01,5.69,71,8
42,Female,16281,5.63,4,0,5.77,1.69,2.31,4,1.27,2.84,4.11,8.41,72.78,68.3,3.91,0.22,0.38,0.42,0.47,0.39,1.89,15,306,3.92,9,0,1143.59,3,0.12,4.91,10.0,27.82,11.0,1.87,3.62,51,8
39,Female,69341,3.71,5,15,8.13,2.6,0.43,1,2.46,1.59,8.43,4.3,66.23,58.06,1.96,0.32,0.36,0.68,0.82,0.7,9.33,39,352,1.69,7,1,482.42,3,7.65,4.59,8.45,18.55,5.69,4.37,4.98,34,4
26,Male,103829,1.43,20,1,4.26,1.18,0.49,5,5.25,2.82,0.73,5.73,91.53,91.91,1.7,0.81,0.21,0.11,0.28,0.6,9.51,22,157,0.86,2,1,1318.94,3,7.51,8.07,5.23,23.91,5.93,4.0,5.62,85,7
31,Female,17523,5.94,29,13,7.28,3.86,0.02,9,4.38,4.82,7.46,5.48,78.39,70.38,2.86,0.37,0.29,0.27,0.81,0.72,2.75,31,447,4.37,3,1,103.05,2,4.95,8.76,6.24,15.61,7.95,2.15,3.55,75,7
46,Female,131055,5.46,25,9,5.11,3.03,1.69,3,5.3,8.46,2.98,10.0,82.02,63.86,4.15,0.18,0.13,0.21,0.38,0.42,7.71,15,367,3.32,3,0,1136.22,3,4.87,6.07,9.04,25.36,10.62,2.18,6.7,31,2
53,Male,70464,3.3,6,18,6.08,0.24,0.01,10,4.11,3.4,6.63,4.08,88.82,66.73,2.06,0.23,0.16,0.2,0.62,0.78,15.65,34,97,1.37,5,1,319.22,2,0.5,5.57,4.88,27.19,7.01,2.07,7.16,80,7
23,Female,146417,6.03,6,8,8.9,3.63,2.71,1,8.06,3.71,4.42,8.02,54.34,70.62,3.74,0.51,0.2,0.29,0.21,0.31,1.61,15,25,2.7,9,1,129.14,2,8.1,3.4,7.02,26.81,10.27,4.85,0.0,81,4
42,Male,77909,6.45,29,7,8.41,0.38,0.29,4,3.55,5.77,6.53,5.51,57.02,53.06,4.12,0.64,0.3,0.88,0.54,0.85,5.66,33,105,0.15,7,0,1120.57,0,6.91,4.32,10.0,28.17,12.8,3.7,6.35,85,8
47,Female,34534,1.82,6,0,8.24,3.39,1.65,2,4.25,3.71,7.11,7.0,66.07,78.17,2.45,0.72,0.45,0.41,0.69,0.28,3.29,3,228,0.68,9,0,1679.27,3,5.09,4.5,3.94,20.83,4.62,4.51,4.08,77,2
51,Female,10233,7.4,39,11,5.53,0.36,2.77,1,2.1,4.14,6.74,6.03,60.13,60.26,5.11,0.66,0.24,0.21,0.47,0.17,3.49,3,65,0.77,3,0,1020.73,2,5.78,8.59,1.3,24.26,10.7,6.1,2.97,36,2
40,Male,27628,1.97,18,8,9.57,0.48,1.63,9,7.92,4.45,9.9,5.61,65.65,48.63,2.44,0.82,0.57,0.34,0.91,0.64,8.67,0,408,0.6,10,1,537.23,2,1.76,2.74,5.22,24.52,3.07,6.73,1.99,99,5
53,Female,36632,4.93,1,11,9.1,0.83,2.97,7,6.24,1.12,10.0,4.36,75.12,77.02,2.51,0.27,0.26,0.21,0.59,0.92,20.64,3,305,0.86,0,0,416.91,1,8.05,3.28,9.77,21.7,9.33,4.49,4.48,94,1
20,Female,68264,0.6,15,5,7.71,0.44,1.6,6,6.07,5.49,3.91,4.93,54.63,84.41,1.29,0.9,0.31,0.49,0.48,0.39,9.9,28,437,1.04,3,1,175.93,2,6.57,9.14,4.07,21.03,8.18,5.64,3.39,36,4
54,Male,135008,0.89,13,16,8.84,0.57,1.02,1,5.36,0.0,8.55,6.58,79.25,83.61,0.0,0.48,0.4,0.48,0.31,0.52,8.34,1,262,4.74,5,1,244.23,2,6.04,5.95,5.9,27.7,1.44,3.31,1.84,40,2
34,Female,100361,3.72,36,23,7.13,0.47,0.91,2,4.14,6.55,6.48,4.65,11.74,83.32,2.95,0.78,0.48,0.56,0.48,0.22,1.66,28,168,1.1,2,1,599.04,2,9.47,3.99,5.29,20.24,10.92,0.97,4.11,80,4
36,Male,59126,3.65,19,14,7.21,0.85,1.49,8,1.87,6.12,2.46,7.58,73.9,73.83,2.56,0.66,0.37,0.08,0.16,0.3,10.27,44,457,2.17,5,0,657.77,2,6.46,5.23,4.45,23.3,10.73,2.81,3.85,2,3
56,Male,62034,2.75,1,24,5.16,2.06,0.29,6,5.28,8.05,5.71,7.78,73.52,79.77,2.33,0.15,0.15,0.26,0.54,0.64,6.94,24,274,4.38,8,1,605.83,2,4.95,5.26,8.32,18.43,16.47,5.8,1.71,66,3
36,Male,103715,1.91,12,10,7.2,0.35,0.01,5,5.7,3.02,5.8,2.41,39.21,99.8,0.0,0.88,0.21,0.33,0.4,0.87,4.2,20,49,2.92,5,1,1049.41,2,6.4,4.29,6.72,29.77,5.74,6.39,2.22,99,4
49,Male,7112,2.92,38,23,6.99,1.61,4.29,8,1.04,4.95,4.75,7.81,90.41,75.25,0.0,0.69,0.14,0.39,0.23,0.9,11.71,24,26,5.86,4,0,894.67,0,2.55,5.09,7.6,24.4,4.8,6.61,4.38,83,2
58,Male,112200,0.73,8,5,6.74,2.55,0.6,1,5.38,0.58,4.18,8.62,74.41,66.29,0.0,0.78,0.21,0.24,0.37,0.73,2.34,29,111,1.73,10,0,284.21,0,2.19,3.7,4.65,24.42,4.38,4.26,1.73,47,5
29,Male,108424,2.33,11,17,7.3,3.13,5.55,10,4.11,3.85,7.05,6.77,53.06,71.52,1.88,0.54,0.46,0.34,0.05,0.9,10.53,19,434,5.82,1,0,316.04,2,5.43,7.88,8.8,23.33,5.73,7.33,0.0,48,4
49,Male,108945,5.96,17,14,6.83,0.08,0.73,9,6.43,8.73,7.27,0.0,71.08,84.01,4.27,0.9,0.45,0.3,0.62,0.32,3.46,10,121,0.98,8,0,1039.33,2,4.6,4.79,4.92,29.7,9.57,9.33,5.28,20,4
38,Male,36443,1.55,8,1,7.44,2.16,0.54,7,6.45,7.61,5.94,4.11,83.62,71.89,2.25,0.29,0.08,0.1,0.6,0.47,1.5,7,254,0.85,6,1,1105.66,3,4.07,4.12,10.0,27.89,4.73,4.83,2.07,10,3
50,Female,96769,7.98,36,13,7.47,0.25,0.25,6,3.94,5.11,6.8,5.22,57.03,74.56,3.4,0.38,0.02,0.25,0.61,0.55,7.78,15,167,0.62,4,0,423.18,3,1.11,7.2,6.89,21.77,9.4,3.97,3.43,29,8
30,Male,80690,0.12,27,4,9.68,2.14,0.83,1,6.26,2.78,2.77,6.35,75.06,82.97,1.02,0.78,0.17,0.5,0.21,0.35,3.68,3,381,2.83,6,0,307.91,0,8.21,7.17,6.73,22.92,6.29,5.96,3.97,23,2
29,Male,141393,1.63,30,22,7.88,1.01,1.95,5,5.62,4.51,2.47,6.37,54.6,46.8,0.0,0.5,0.42,0.34,0.14,0.79,2.59,39,361,3.55,4,1,797.49,2,4.3,2.5,3.93,21.57,4.32,3.49,4.41,68,4
29,Female,104532,3.87,9,20,6.33,4.19,0.23,9,7.44,7.28,5.36,8.12,86.45,50.68,3.22,0.79,0.48,0.08,0.17,0.44,1.63,36,91,2.69,10,0,131.61,0,2.82,7.2,10.0,22.94,6.73,5.22,6.51,72,7
27,Other,91488,6.84,34,14,7.15,2.19,0.15,1,6.38,5.18,7.88,6.0,100.0,63.52,5.33,0.46,0.22,0.17,0.77,0.09,5.75,40,335,3.06,2,0,161.38,3,0.81,3.35,2.81,20.94,11.03,6.44,3.03,96,3
19,Female,96904,4.95,6,9,4.33,1.62,0.14,4,4.75,4.55,4.53,8.36,76.76,40.72,2.17,0.31,0.03,0.52,0.42,0.51,4.08,49,99,2.72,10,1,55.8,2,5.91,3.84,7.75,26.74,5.9,6.79,7.09,16,1
55,Male,127926,1.72,38,19,7.94,3.82,4.51,3,1.76,2.84,5.8,3.43,55.67,77.84,0.7,0.26,0.19,0.73,0.37,0.27,3.28,39,488,7.89,3,1,352.26,0,7.84,5.39,7.41,21.56,4.55,4.52,3.34,38,7
59,Female,56256,7.28,12,15,7.36,2.59,0.19,4,3.79,5.6,7.9,9.72,71.57,72.1,3.41,0.51,0.43,0.05,0.02,0.06,10.58,25,17,0.86,7,0,5.13,2,4.52,7.08,7.34,18.75,13.23,2.52,4.01,33,6
23,Female,95324,3.59,10,14,7.48,2.47,6.49,3,3.2,4.36,2.01,7.86,92.48,67.03,3.41,0.71,0.13,0.06,0.55,0.82,3.58,21,446,1.39,0,1,255.36,0,4.31,2.25,3.05,27.18,7.13,4.45,3.61,99,2
29,Female,83597,2.69,7,19,7.15,4.65,1.72,9,5.31,3.15,6.7,7.75,100.0,70.2,1.96,0.57,0.39,0.45,0.82,0.19,11.19,49,100,0.94,4,1,449.28,2,6.14,3.24,9.04,23.32,8.01,7.2,3.94,59,2
26,Male,8869,0.86,19,11,5.78,0.26,0.14,3,2.08,6.7,8.56,7.48,88.16,88.24,0.0,0.23,0.34,0.7,0.66,0.73,5.28,33,244,1.71,0,1,740.25,1,3.72,5.53,6.39,23.92,2.86,5.87,2.53,47,3
24,Male,128248,4.29,20,9,5.81,3.86,0.49,6,5.29,6.99,7.27,8.53,60.48,76.05,0.81,0.43,0.24,0.59,0.31,0.41,2.92,24,374,0.38,2,0,241.16,2,5.53,6.95,7.9,25.39,9.14,5.94,9.45,64,9
34,Male,26110,3.83,6,3,6.35,1.7,0.42,4,3.83,5.15,4.47,3.77,96.71,61.18,0.77,0.52,0.5,0.48,0.43,0.42,0.79,16,149,1.54,10,1,290.67,3,5.34,6.51,6.4,21.77,8.2,3.59,2.26,97,10
51,Male,129293,4.61,22,12,6.18,2.7,0.64,8,1.91,6.43,9.03,7.02,65.61,65.48,2.54,0.75,0.17,0.31,0.2,0.32,11.89,44,373,2.78,6,0,373.13,3,6.47,5.83,5.63,17.26,12.29,7.48,5.18,6,2
22,Male,7395,5.45,8,10,8.39,2.16,1.41,8,5.86,4.07,9.48,6.37,61.06,82.52,6.21,0.78,0.5,0.48,0.42,0.71,3.5,33,101,3.8,10,1,391.82,0,0.76,3.66,6.82,20.38,13.72,5.2,6.16,45,1
50,Female,97214,4.8,1,15,8.23,2.02,1.42,10,4.62,2.09,5.66,10.0,72.64,52.36,2.78,0.48,0.2,0.4,0.14,0.78,5.58,49,251,5.09,9,1,829.23,3,2.85,3.29,5.52,26.11,9.72,6.58,4.89,96,4
25,Male,44091,0.22,14,1,7.22,0.84,4.77,9,4.8,0.58,2.92,5.13,47.11,54.86,0.03,0.52,0.35,0.21,0.89,0.95,6.75,32,378,2.46,5,0,390.69,1,5.9,9.18,9.06,25.58,1.35,5.16,4.33,36,5
29,Male,143153,2.55,30,3,7.9,2.2,6.3,8,6.01,3.84,10.0,5.53,65.39,85.47,1.82,0.76,0.06,0.04,0.68,0.01,4.82,36,208,0.89,6,1,601.71,3,3.44,3.82,1.6,24.37,8.09,5.53,6.25,68,4
22,Male,136943,9.01,27,4,5.74,1.13,0.3,1,5.86,5.06,3.84,7.57,90.09,63.33,7.22,0.48,0.37,0.28,0.66,0.43,0.85,45,399,2.77,10,1,10.27,2,6.04,4.42,8.24,22.86,12.95,0.0,4.96,64,4
26,Female,149197,0.56,8,16,8.06,0.27,1.83,4,3.55,4.07,4.98,10.0,45.89,82.96,1.0,0.14,0.28,0.35,0.63,0.65,12.25,32,311,2.18,5,0,545.82,1,6.16,7.53,7.23,26.86,9.55,5.26,3.22,7,9
50,Male,135128,3.4,38,5,8.26,1.33,1.63,8,7.42,5.43,4.79,7.04,77.46,66.33,1.7,0.39,0.26,0.15,0.66,0.68,2.98,45,431,7.5,8,0,1104.05,3,7.7,7.22,6.51,21.25,8.95,0.94,2.26,80,6
38,Male,65329,11.41,29,17,7.84,3.81,0.73,10,4.33,2.41,3.79,2.28,57.59,72.62,6.34,0.24,0.57,0.61,0.35,0.3,1.86,40,203,2.34,8,1,1392.8,1,4.78,3.69,2.43,27.69,13.39,5.48,2.3,71,4
54,Female,78492,4.88,21,8,5.81,1.86,2.68,4,2.96,5.02,7.58,3.95,100.0,55.19,3.04,0.93,0.79,0.69,0.64,0.54,10.67,10,451,1.7,6,1,378.22,1,3.66,5.21,2.72,17.71,9.27,3.28,4.4,6,10
27,Male,27079,2.99,18,2,6.04,4.92,0.61,2,4.02,10.0,8.61,7.85,60.19,70.57,1.98,0.54,0.17,0.18,0.42,0.1,6.36,30,241,0.56,0,1,46.33,2,2.78,6.84,8.4,30.54,11.49,8.16,4.77,30,2
53,Male,114602,3.38,22,10,8.47,6.04,0.14,6,3.28,2.39,5.94,3.31,65.52,74.41,3.71,0.91,0.58,0.36,0.31,0.11,6.5,6,4,1.3,1,1,11.1,2,6.18,3.75,6.59,27.97,4.17,6.46,5.39,83,7
43,Female,44393,4.48,35,8,9.6,0.5,1.77,3,2.89,2.13,4.47,7.85,51.64,54.09,3.31,0.59,0.49,0.31,0.33,0.43,4.34,14,24,5.42,5,1,720.46,0,4.43,2.14,8.84,18.63,6.37,8.06,5.22,56,10
58,Female,110634,2.29,14,16,5.46,1.63,0.41,2,6.08,6.46,8.43,8.89,68.99,91.88,1.79,0.51,0.11,0.57,0.33,0.36,5.63,39,403,0.7,2,0,209.84,1,7.41,4.22,9.05,24.25,5.73,6.08,2.94,55,7
52,Female,57621,1.95,20,16,3.79,2.51,4.53,6,0.8,4.68,3.84,5.99,42.38,57.68,1.06,0.62,0.12,0.18,0.24,0.17,11.23,31,30,6.32,3,1,203.53,2,1.72,5.14,3.02,36.27,4.98,2.83,7.9,75,5
57,Other,49574,0.54,18,23,5.99,0.57,5.71,2,3.76,4.27,2.17,6.93,59.62,60.91,0.23,0.64,0.17,0.34,0.73,0.52,8.4,42,453,1.76,9,0,212.59,0,5.81,7.01,10.0,24.75,4.71,6.1,5.45,15,5
50,Female,130732,0.87,1,7,5.75,1.07,1.02,9,5.48,3.77,7.07,5.49,93.54,49.01,0.89,0.25,0.17,0.26,0.79,0.47,5.22,0,292,2.23,6,1,847.53,3,7.1,5.39,3.95,26.11,3.03,7.75,3.93,84,6
32,Other,107971,6.94,23,2,8.18,5.44,0.66,5,1.89,1.26,5.43,9.57,59.24,70.69,4.61,0.97,0.48,0.43,0.92,0.25,11.84,49,169,4.19,2,1,566.77,0,4.3,4.06,5.08,32.5,8.62,5.38,3.26,59,1
38,Female,123190,2.85,22,13,6.26,0.51,0.17,5,5.47,4.23,4.76,7.5,69.58,68.16,1.56,0.16,0.66,0.62,0.67,0.63,6.58,21,39,0.43,7,1,87.14,3,4.76,8.54,8.8,25.32,6.56,7.31,4.18,15,1
31,Female,55946,2.15,2,12,7.43,2.64,3.05,2,3.78,4.05,8.19,6.77,47.74,100.0,0.0,0.43,0.07,0.46,0.87,0.29,20.71,13,191,1.14,5,1,1674.5,3,2.14,2.53,6.18,23.24,4.23,5.69,6.25,58,10
22,Female,67234,3.03,3,6,8.38,0.22,3.0,8,2.97,5.97,5.36,6.56,61.44,59.16,1.46,0.81,0.09,0.34,0.64,0.52,7.07,40,328,1.51,6,1,56.6,1,7.86,6.69,1.21,25.65,5.96,3.05,1.44,20,6
50,Male,44211,4.57,31,12,6.22,1.38,0.36,5,6.61,4.22,8.17,4.29,64.81,29.32,2.03,0.32,0.24,0.68,0.19,0.45,15.56,19,347,4.8,1,1,68.36,0,8.12,7.4,4.69,26.54,11.71,4.97,1.62,42,6
26,Male,79463,6.02,20,8,6.6,0.5,1.76,6,5.12,2.67,7.94,2.66,76.82,45.81,3.92,0.73,0.04,0.37,0.23,0.74,11.31,43,249,3.55,4,1,82.83,2,6.26,2.42,5.93,23.73,7.55,6.78,1.28,94,6
30,Male,60281,5.69,2,23,8.09,2.34,1.03,2,3.35,7.13,5.69,5.62,42.21,53.94,5.64,0.61,0.5,0.44,0.44,0.8,1.44,39,75,4.36,2,1,408.96,1,8.73,5.74,6.43,29.96,8.56,4.82,3.96,9,3
44,Female,12020,2.89,14,8,8.47,2.15,0.97,6,2.81,4.6,6.12,5.27,61.8,55.21,2.57,0.22,0.3,0.41,0.95,0.91,6.4,15,427,0.45,4,1,22.01,3,3.63,4.98,5.44,23.25,5.1,2.76,2.94,37,8
49,Female,21646,1.36,1,8,3.57,0.4,0.48,7,8.14,6.66,5.66,7.75,58.99,70.37,2.39,0.79,0.35,0.21,0.52,0.13,8.05,24,48,3.83,6,0,465.8,2,4.72,5.41,6.33,19.39,6.36,6.64,5.64,12,3
34,Female,31573,1.98,33,9,6.52,2.69,0.86,4,4.57,5.42,2.8,6.18,83.03,70.77,0.35,0.78,0.15,0.13,0.8,0.44,5.63,37,169,0.72,2,1,344.44,0,7.6,3.24,8.37,20.13,8.28,6.98,4.3,90,10
47,Male,100041,1.27,20,24,6.99,2.24,0.99,6,4.37,9.24,7.27,4.63,88.59,75.62,2.69,0.44,0.59,0.22,0.25,0.15,9.36,15,367,1.88,8,1,302.8,3,2.02,6.05,3.89,21.9,2.1,1.81,5.67,3,10
26,Female,99138,3.11,28,11,7.53,1.18,3.38,2,6.14,4.33,3.8,7.6,57.12,62.5,0.29,0.44,0.36,0.68,0.45,0.28,5.95,43,16,1.0,5,0,896.27,2,5.14,2.16,4.8,22.63,6.81,2.51,6.34,55,9
